class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Hello,0.7632993459701538,0.5368878841400146,4.479982749217015e-07,0.0,0.7048900723457336,0.5435617566108704,-0.031231150031089783,0.0,0.6494296193122864,0.5319004654884338,-0.05622454360127449,0.0,0.6089548468589783,0.5088584423065186,-0.07805909216403961,0.0,0.5743478536605835,0.48358193039894104,-0.10065323859453201,0.0,0.6520769000053406,0.42612966895103455,-0.06180692836642265,0.0,0.6165956258773804,0.34011581540107727,-0.09314077347517014,0.0,0.6000986099243164,0.28428927063941956,-0.1128840520977974,0.0,0.5901132225990295,0.23471051454544067,-0.1260407418012619,0.0,0.691485583782196,0.3944335877895355,-0.06553272157907486,0.0,0.663091778755188,0.2970333695411682,-0.09299710392951965,0.0,0.6494041681289673,0.23213933408260345,-0.10976230353116989,0.0,0.6414278149604797,0.17780378460884094,-0.12268126755952835,0.0,0.7324766516685486,0.3813205659389496,-0.07116753607988358,0.0,0.7151850461959839,0.28986650705337524,-0.09846694022417068,0.0,0.706354022026062,0.23003807663917542,-0.11035677790641785,0.0,0.6990458965301514,0.18045620620250702,-0.11889611184597015,0.0,0.773635745048523,0.38332808017730713,-0.07881561666727066,0.0,0.7732758522033691,0.3151824176311493,-0.10438845306634903,0.0,0.7736929655075073,0.2699871063232422,-0.11237584799528122,0.0,0.7733682990074158,0.23127079010009766,-0.11713473498821259,0.0
Hello,0.7646715641021729,0.5302161574363708,5.978346848678484e-07,0.0,0.7054170370101929,0.5411458015441895,-0.030585497617721558,0.0,0.6496502757072449,0.5283557176589966,-0.05450418218970299,0.0,0.608354389667511,0.5040618777275085,-0.07448044419288635,0.0,0.570372998714447,0.4804202616214752,-0.09590008854866028,0.0,0.6539028882980347,0.43226051330566406,-0.06610854715108871,0.0,0.6189669966697693,0.3472558259963989,-0.09820180386304855,0.0,0.60132896900177,0.29057157039642334,-0.11774534732103348,0.0,0.5905630588531494,0.24080951511859894,-0.13027898967266083,0.0,0.692974328994751,0.3994441628456116,-0.06939683854579926,0.0,0.6649857759475708,0.3037545382976532,-0.09777604788541794,0.0,0.6502463817596436,0.23826172947883606,-0.11465159803628922,0.0,0.6412408947944641,0.1826450526714325,-0.12709686160087585,0.0,0.733623743057251,0.38452935218811035,-0.07406237721443176,0.0,0.7146717309951782,0.2906511723995209,-0.10255865752696991,0.0,0.7061223387718201,0.23096174001693726,-0.11617404222488403,0.0,0.6977844834327698,0.17944714426994324,-0.12548892199993134,0.0,0.7726743221282959,0.3844737410545349,-0.08016576617956161,0.0,0.7724134922027588,0.31509652733802795,-0.10798383504152298,0.0,0.7728049755096436,0.26933225989341736,-0.11814744025468826,0.0,0.7713638544082642,0.22861827909946442,-0.12391664832830429,0.0
Hello,0.7450557947158813,0.5506178140640259,6.743889002791548e-07,0.0,0.6827198266983032,0.548477828502655,-0.03052975982427597,0.0,0.633419394493103,0.5110246539115906,-0.04846574366092682,0.0,0.6008442640304565,0.462249755859375,-0.06233082339167595,0.0,0.5653288960456848,0.43364882469177246,-0.076687291264534,0.0,0.6462222337722778,0.38198739290237427,-0.0400749109685421,0.0,0.6208273768424988,0.29683518409729004,-0.06313712149858475,0.0,0.6092525720596313,0.240045964717865,-0.08124157041311264,0.0,0.6029167175292969,0.18894191086292267,-0.094026118516922,0.0,0.6852463483810425,0.3597148060798645,-0.04147224873304367,0.0,0.6683588027954102,0.2626185417175293,-0.06012678146362305,0.0,0.6588738560676575,0.1998356580734253,-0.07597607374191284,0.0,0.652988851070404,0.14538031816482544,-0.0882900059223175,0.0,0.7248067855834961,0.3604082465171814,-0.04596909135580063,0.0,0.7152183651924133,0.2671695351600647,-0.06824038922786713,0.0,0.7088492512702942,0.20919382572174072,-0.0837763249874115,0.0,0.7040561437606812,0.15843139588832855,-0.09474579989910126,0.0,0.7646223306655884,0.3779362738132477,-0.052391115576028824,0.0,0.7698366641998291,0.3079496920108795,-0.07668115943670273,0.0,0.7743431329727173,0.26079046726226807,-0.08791181445121765,0.0,0.7758547067642212,0.21743768453598022,-0.09454891085624695,0.0
Hello,0.7485404014587402,0.5572807192802429,5.385737154028902e-07,0.0,0.6863184571266174,0.5533688068389893,-0.030665570870041847,0.0,0.6341156959533691,0.5126996636390686,-0.04892605543136597,0.0,0.6014972925186157,0.4634011685848236,-0.06363141536712646,0.0,0.5654610395431519,0.43598902225494385,-0.0785716250538826,0.0,0.6470335125923157,0.38296404480934143,-0.039188649505376816,0.0,0.6205132007598877,0.2936062812805176,-0.06221776083111763,0.0,0.6080091595649719,0.2362269014120102,-0.0798201784491539,0.0,0.6007280349731445,0.1857452243566513,-0.09221237152814865,0.0,0.6851562261581421,0.36182692646980286,-0.041370876133441925,0.0,0.6670272350311279,0.26058483123779297,-0.06011385843157768,0.0,0.6570411324501038,0.19746974110603333,-0.07582385092973709,0.0,0.6497427821159363,0.1433630883693695,-0.08774165064096451,0.0,0.7236878275871277,0.3617013096809387,-0.04666547104716301,0.0,0.7163556218147278,0.264113187789917,-0.06655874103307724,0.0,0.7100885510444641,0.2058701366186142,-0.07980325073003769,0.0,0.703416645526886,0.1554306298494339,-0.08960399776697159,0.0,0.76234370470047,0.3785443603992462,-0.05440753698348999,0.0,0.7692229747772217,0.30456143617630005,-0.07403577119112015,0.0,0.7741554975509644,0.25781136751174927,-0.08209528774023056,0.0,0.7766513824462891,0.21456541121006012,-0.08715524524450302,0.0
Hello,0.766224205493927,0.5864906311035156,4.542903866422421e-07,0.0,0.7040494680404663,0.5733708739280701,-0.027411360293626785,0.0,0.6559708714485168,0.5266454815864563,-0.04350729659199715,0.0,0.6315599679946899,0.4744149446487427,-0.05728047341108322,0.0,0.6066454648971558,0.4361262917518616,-0.0710216537117958,0.0,0.6767874956130981,0.39069387316703796,-0.03306612744927406,0.0,0.65220707654953,0.29958927631378174,-0.057364676147699356,0.0,0.6414133310317993,0.2400902509689331,-0.07634332031011581,0.0,0.6353666186332703,0.18811306357383728,-0.08952466398477554,0.0,0.7146693468093872,0.3696773946285248,-0.03720616549253464,0.0,0.6997190117835999,0.2678672671318054,-0.05730636790394783,0.0,0.6918625235557556,0.20204517245292664,-0.07379249483346939,0.0,0.6869759559631348,0.14624913036823273,-0.08565352857112885,0.0,0.7528591752052307,0.3714534640312195,-0.04482535272836685,0.0,0.7492564916610718,0.27453479170799255,-0.06587179005146027,0.0,0.7458242774009705,0.2158750295639038,-0.07973037660121918,0.0,0.7420953512191772,0.16627304255962372,-0.089111328125,0.0,0.7918640375137329,0.39227262139320374,-0.05489252880215645,0.0,0.8028339147567749,0.3193700313568115,-0.07504104822874069,0.0,0.8083103895187378,0.27102935314178467,-0.08369753509759903,0.0,0.8113505840301514,0.22682268917560577,-0.08861054480075836,0.0
Hello,0.7652907371520996,0.5899127125740051,4.783593112733797e-07,0.0,0.7030873894691467,0.57411789894104,-0.027333972975611687,0.0,0.6541549563407898,0.5258564352989197,-0.04301620274782181,0.0,0.6299884915351868,0.47171276807785034,-0.056149810552597046,0.0,0.6050505042076111,0.43311306834220886,-0.06901749968528748,0.0,0.6763210296630859,0.39153820276260376,-0.0314115509390831,0.0,0.6534287929534912,0.29976603388786316,-0.05362645164132118,0.0,0.6420409679412842,0.24232196807861328,-0.07093197852373123,0.0,0.6354324817657471,0.1916000247001648,-0.08321196585893631,0.0,0.7150192856788635,0.37134358286857605,-0.0354112945497036,0.0,0.7005928754806519,0.2670062780380249,-0.05362309142947197,0.0,0.6922324299812317,0.20019613206386566,-0.06922730058431625,0.0,0.6861348748207092,0.14424440264701843,-0.08108342438936234,0.0,0.7525584697723389,0.3737539052963257,-0.04292132705450058,0.0,0.7506806254386902,0.2769402861595154,-0.06227899342775345,0.0,0.7462273240089417,0.2175256311893463,-0.0758519396185875,0.0,0.740587592124939,0.16747717559337616,-0.08588052541017532,0.0,0.7905493974685669,0.39425379037857056,-0.052925970405340195,0.0,0.8031642436981201,0.3223571479320526,-0.07107791304588318,0.0,0.8093401789665222,0.27464503049850464,-0.07905248552560806,0.0,0.8125629425048828,0.2312866598367691,-0.08436782658100128,0.0
Hello,0.7837215065956116,0.5939455032348633,4.2294524860153615e-07,0.0,0.7143047451972961,0.5722503662109375,-0.028311453759670258,0.0,0.6619906425476074,0.509974479675293,-0.04059408977627754,0.0,0.6330752372741699,0.4429096579551697,-0.050328679382801056,0.0,0.5990712642669678,0.3980351984500885,-0.05939725786447525,0.0,0.686095118522644,0.3859747648239136,-0.020194146782159805,0.0,0.6616125106811523,0.29579252004623413,-0.03934166207909584,0.0,0.6503836512565613,0.23932228982448578,-0.05607916787266731,0.0,0.642674446105957,0.18861398100852966,-0.06867264956235886,0.0,0.7260152101516724,0.3655511736869812,-0.02249152399599552,0.0,0.7074679732322693,0.2651558816432953,-0.03796283155679703,0.0,0.696949303150177,0.20140761137008667,-0.05353863537311554,0.0,0.6878560185432434,0.14719077944755554,-0.06558457762002945,0.0,0.7652050256729126,0.3667687773704529,-0.02912897616624832,0.0,0.7568167448043823,0.2734847962856293,-0.046925731003284454,0.0,0.7483685612678528,0.21627876162528992,-0.0595882274210453,0.0,0.7392200231552124,0.1661446988582611,-0.06904846429824829,0.0,0.8052767515182495,0.3843817114830017,-0.03859521821141243,0.0,0.8105732798576355,0.31432831287384033,-0.05548646301031113,0.0,0.8128703832626343,0.2682265639305115,-0.06279183179140091,0.0,0.8133957982063293,0.22443944215774536,-0.06783176213502884,0.0
Hello,0.7751554846763611,0.6061791777610779,3.5913552665078896e-07,0.0,0.7052057385444641,0.58000248670578,-0.023224882781505585,0.0,0.6518464088439941,0.514247715473175,-0.033013492822647095,0.0,0.6233341693878174,0.4467589557170868,-0.041507743299007416,0.0,0.5914779305458069,0.40022799372673035,-0.04927375167608261,0.0,0.6816747188568115,0.39163824915885925,-0.011342275887727737,0.0,0.657637357711792,0.30368468165397644,-0.028608588501811028,0.0,0.6455618143081665,0.2508261203765869,-0.04426909610629082,0.0,0.6375685930252075,0.2032855898141861,-0.05616322532296181,0.0,0.7202197909355164,0.3727208077907562,-0.01569315977394581,0.0,0.7005504965782166,0.27407193183898926,-0.029453594237565994,0.0,0.6884765625,0.2128501832485199,-0.044177744537591934,0.0,0.6784383654594421,0.16042321920394897,-0.055616267025470734,0.0,0.7580929398536682,0.37493956089019775,-0.024382982403039932,0.0,0.7480062246322632,0.28135764598846436,-0.04086064547300339,0.0,0.7403047680854797,0.2249826341867447,-0.05277542024850845,0.0,0.7319037318229675,0.1756504625082016,-0.061693109571933746,0.0,0.7978109121322632,0.39350733160972595,-0.03563036024570465,0.0,0.8023707866668701,0.3233359456062317,-0.05155608430504799,0.0,0.8032238483428955,0.2770296633243561,-0.058386582881212234,0.0,0.801887035369873,0.23430666327476501,-0.06302658468484879,0.0
Hello,0.7710810303688049,0.6096502542495728,3.8721677242392616e-07,0.0,0.6995049118995667,0.5882230997085571,-0.024842912331223488,0.0,0.6453844904899597,0.5200735926628113,-0.0344509556889534,0.0,0.619036078453064,0.44778215885162354,-0.04226267337799072,0.0,0.5871084332466125,0.39902177453041077,-0.04932504892349243,0.0,0.6733660697937012,0.397793710231781,-0.013963731937110424,0.0,0.6498968005180359,0.3071131408214569,-0.031196855008602142,0.0,0.6412457227706909,0.2536618113517761,-0.04630338400602341,0.0,0.6370929479598999,0.2050744593143463,-0.05774855241179466,0.0,0.7129901647567749,0.3789184093475342,-0.01719457283616066,0.0,0.6933985948562622,0.2776997685432434,-0.030842799693346024,0.0,0.6836298704147339,0.21486414968967438,-0.04499535262584686,0.0,0.6762641668319702,0.16154682636260986,-0.056237511336803436,0.0,0.7517399191856384,0.38135966658592224,-0.024911850690841675,0.0,0.7424818873405457,0.2875916361808777,-0.041223376989364624,0.0,0.7356770038604736,0.22953571379184723,-0.053202398121356964,0.0,0.7286615967750549,0.17845630645751953,-0.06241413578391075,0.0,0.7923184633255005,0.399517685174942,-0.03535227105021477,0.0,0.7966340184211731,0.3282328248023987,-0.05158698931336403,0.0,0.7974768877029419,0.27995407581329346,-0.059213511645793915,0.0,0.7962760329246521,0.23430126905441284,-0.06467486172914505,0.0
Hello,0.7708914875984192,0.6084856986999512,3.9457384559682396e-07,0.0,0.6991866827011108,0.5859415531158447,-0.02433958277106285,0.0,0.6447672247886658,0.5196776986122131,-0.03407566621899605,0.0,0.6182340979576111,0.44910794496536255,-0.04213694855570793,0.0,0.5878255367279053,0.39860817790031433,-0.04939696937799454,0.0,0.6729540824890137,0.39591771364212036,-0.014462504535913467,0.0,0.6495499014854431,0.3056883215904236,-0.032004665583372116,0.0,0.6413484811782837,0.252479612827301,-0.04736431688070297,0.0,0.6377095580101013,0.2046145647764206,-0.05882199481129646,0.0,0.7124790549278259,0.37828564643859863,-0.01802309788763523,0.0,0.6928345561027527,0.27766650915145874,-0.032024044543504715,0.0,0.6829608082771301,0.2154557704925537,-0.04644163325428963,0.0,0.6754482388496399,0.16312912106513977,-0.05774866044521332,0.0,0.7512908577919006,0.3810594379901886,-0.02597855031490326,0.0,0.7428026795387268,0.2868402302265167,-0.04255521297454834,0.0,0.7359393239021301,0.22881263494491577,-0.054666027426719666,0.0,0.7286766767501831,0.17903636395931244,-0.06387447565793991,0.0,0.7916980385780334,0.3992627263069153,-0.03657418116927147,0.0,0.7964026927947998,0.3270881474018097,-0.052914809435606,0.0,0.7974481582641602,0.2789033055305481,-0.06039460748434067,0.0,0.7962799072265625,0.23430058360099792,-0.06563770771026611,0.0
